id,date,region,address,location,floor,room,sold_price(HKD),actual_area(ft.),built_area(ft.),actual_price(HKD/ft.),built_price(HKD/ft.),source
52567cc34aa3488071d4f7aeacbc7446,01/10/2024,坪石,清水灣道8號,清水灣道8號,middle,F,21500,504.0,671.0,43.0,32.0,中原網頁
fbbebfe2d9dddd0188df81a9ea9b9576,01/10/2024,灣仔,會展中心會景閣,會展中心會景閣,low,19,75000,1394.0,1772.0,54.0,42.0,中原網頁
3baedb630999e3778ba6bd308435965e,01/10/2024,元朗站,Yoho Town,2座,low,A,14800,433.0,580.0,34.0,26.0,中原網頁
df8c5b96613c5ab2bb39fe654ec6ffdb,01/10/2024,沙田,愉城苑,城欣閣(A座),middle,7,15000,492.0,602.0,30.0,25.0,中原網頁
848326d2fd43ef296015d278b021d9a8,01/10/2024,愉景灣,愉景灣,津堤2座,low,D,30000,929.0,1185.0,32.0,25.0,中原網頁
52ce7607cb6410df26fd2f8813e2bf09,01/10/2024,玉桂山灣畔,南灣,9座,middle,C,25500,596.0,771.0,43.0,33.0,中原網頁
870bfcf5b7ff6660e3080a94bf45df60,01/10/2024,鑽石山,星河明居,C座,middle,3,24000,517.0,656.0,46.0,37.0,中原網頁
3fc33abe8ad0f8c7ed596b7417df245f,01/10/2024,凹頭,朗怡居,5座,low,H,14500,552.0,697.0,26.0,21.0,中原網頁
5664be1c249e5fd6ff2759685229ae18,01/10/2024,東涌市中心,藍天海岸,1座,middle,H,15500,381.0,500.0,41.0,31.0,利嘉閣網頁
7d0e4f8091a3609c928478148eb53385,01/10/2024,大潭,輝百閣,A座,low,A,62000,1749.0,1900.0,35.0,33.0,利嘉閣網頁
4db3a60c5ee9a2dedd305a6ffe763dd7,01/10/2024,大埔半山,天賦海灣,16座,middle,B,41500,1545.0,1997.0,27.0,21.0,利嘉閣網頁
c1b45aa460898835cd767f0678c9302a,01/10/2024,寶琳,英明苑,明亮閣(B座),middle,6,15800,554.0,710.0,29.0,22.0,利嘉閣網頁
52bee946ef4839d3c3805a9de9bad07f,01/10/2024,馬鞍山,海典居,5座,low,A,31800,954.0,1225.0,33.0,26.0,中原網頁
3dec7277984112a84a2d5ecf03ff4f07,01/10/2024,太和,太湖花園,1座,low,A,16000,446.0,600.0,36.0,27.0,中原網頁
0d22cf1889222d85235a1cb97cf89c74,01/10/2024,荃灣市中心,南山大廈,南山大廈,low,2,13500,398.0,510.0,34.0,26.0,中原網頁
f14cb141b7ee85e3cebfb44e84f267df,01/10/2024,薄扶林,置富花園,富怡苑(H-7座),middle,G,20000,588.0,694.0,34.0,29.0,中原網頁
dd6d82d030154762cd23c0f3e9616f22,01/10/2024,奧運站,維港灣,3座,low,F,20000,457.0,609.0,44.0,33.0,中原網頁
41c6630588836364634024527b954a72,01/10/2024,屯門市中心,華都花園,5座,middle,G,11500,404.0,502.0,28.0,23.0,中原網頁
6f1d453ca24d44f04de33cbfd3702e0b,01/10/2024,上水,皇府山,2座,middle,H,12500,442.0,573.0,28.0,22.0,利嘉閣網頁
556c9a2ee8cd6524635ffbddfd1b1990,01/10/2024,太和,寶雅苑,興和閣(B座),low,18,12500,443.0,583.0,28.0,21.0,中原網頁
d2f1745506f9913e669f09349053eb4c,01/10/2024,西灣河,逸濤灣,春瑤軒(1座),low,A,25000,563.0,760.0,44.0,33.0,中原網頁
03781addeb1691aef0c9b0d323b5e8d0,01/10/2024,荃灣西,爵悅庭,東爵軒(A1),low,H,16800,384.0,510.0,44.0,33.0,中原網頁
325c961dff59454f5cb1f2d58c8d6301,01/10/2024,堅尼地城,高逸華軒,高逸華軒,low,A,24500,434.0,623.0,56.0,39.0,中原網頁
06d7454793741c12bef72e031338dc68,01/10/2024,凹頭,尚悅,5座,middle,D,13800,445.0,604.0,31.0,23.0,中原網頁
a27660b3f90cc43612284052de8f239b,01/10/2024,太古城,太古城,恆天閣(59座),middle,H,21800,584.0,688.0,37.0,32.0,中原網頁
9df6d3400944f4fc580ed1dd6bba0131,01/10/2024,將軍澳,將軍澳廣場,2座,middle,H,17000,447.0,611.0,38.0,28.0,利嘉閣網頁
0015a061f1c3b7d04dd150e1569a6958,01/10/2024,火炭,駿景園,5座,low,A,24000,676.0,822.0,36.0,29.0,中原網頁
bfd2f79883fc0102c3fdf5f041592d33,01/10/2024,大角咀,港灣豪庭,3座,low,E,16500,338.0,504.0,49.0,33.0,中原網頁
86f522a28bb75515f1c4368592d09d9e,01/10/2024,海怡,海怡半島,怡滿閣(12座),low,A,24300,633.0,798.0,38.0,30.0,中原網頁
1f0aebaa2d590c9a1d03ab6ed9f3b08b,01/10/2024,元朗站,Yoho Town,5座,low,B,13500,393.0,527.0,34.0,26.0,中原網頁
dc4d4f0b99dfa16662b7e3a83f18de6a,01/10/2024,東涌市中心,藍天海岸,1座,low,A,25000,801.0,1036.0,31.0,24.0,中原網頁
bfc1c6799d189dbe82f8540d53216c15,01/10/2024,北角,港輝豪庭,港輝豪庭,middle,A,23000,531.0,821.0,43.0,28.0,中原網頁
1d7294ee811f81848235b6982de1c00f,01/10/2024,火炭,御龍山,2座,low,C,29000,696.0,892.0,42.0,33.0,中原網頁
e079575a4e1e6e9e4c6268eff3c3e7ac,01/10/2024,深井,碧堤半島,6座,middle,B,26000,891.0,1177.0,29.0,22.0,中原網頁
0afc06345729a3ae5f84a5db247f82ec,01/10/2024,海怡,海怡半島,怡景閣(8座),middle,F,28000,742.0,918.0,38.0,31.0,中原網頁
35538f8c571f874e45d90c29305524bc,01/10/2024,大坑半山,上林,1座,low,D,40000,788.0,1032.0,51.0,39.0,中原網頁
295eb393519fd1673de85d446c1b90c3,01/10/2024,馬鞍山,聽濤雅苑,1座,middle,F,36000,1025.0,1271.0,35.0,28.0,中原網頁
83e2d4289c7cb0ab5073bd795cd52883,01/10/2024,西營盤,縉城峰,2座,middle,E,28000,459.0,623.0,61.0,45.0,中原網頁
f88c020699b34d8a3b7560f25a8fcb1b,01/10/2024,粉嶺,粉嶺中心,G座,middle,4,12500,368.0,470.0,34.0,27.0,中原網頁
0442d8300c5146220cf1703971a2debd,01/10/2024,沙田,曉翠山莊,1座,low,D,23500,811.0,985.0,29.0,24.0,中原網頁
8798af7a49ce1bd49e4157ffbea9975e,01/10/2024,麗城,麗城花園,1座,low,B,15800,470.0,582.0,34.0,27.0,中原網頁
9586b84a696ca2680d93182f3661178b,01/10/2024,海逸,海名軒,3座,low,B,65000,1580.0,2156.0,41.0,30.0,中原網頁
